272	1	1
273	29	23
274	130	79
275	0	0
276	5	3
277	47	30
278	6	2
279	79	55
280	0	0
281	15	11
282	0	0
283	73	43
284	153	103
285	40	19
286	41	9
287	74	56
288	8	7
289	0	0
290	61	46
291	104	86
292	193	107
293	92	58
294	7	5
295	0	0
296	96	40
297	107	55
298	106	55
299	0	0
300	15	9
301	0	0
302	0	0
303	212	127
304	0	0
305	61	27
306	0	0
307	20	13
308	0	0
309	51	4
310	4	4
311	0	0
312	3	3
313	0	0
314	0	0
315	309	106
316	2	1
317	0	0
318	109	82
319	73	48
320	159	81
321	64	36
322	13	10
323	20	3
324	180	120
325	61	37
326	2	1
327	2	2
328	65	38
329	130	85
330	190	122
331	102	68
332	0	0
333	17	13
334	89	61
335	57	27
336	0	0
337	63	44
338	5	2
339	14	12
340	30	26
341	31	4
342	63	37
343	188	76
344	66	52
345	39	36
346	0	0
347	59	22
348	0	0
349	87	73
350	0	0
351	0	0
352	0	0
353	40	34
354	60	50
355	8	5
356	64	11
357	0	0
358	110	74
359	96	79
360	17	15
361	0	0
362	179	104
363	65	31
364	0	0
365	46	27
366	16	10
367	0	0
368	0	0
369	0	0
370	0	0
371	2	2
372	42	39
373	67	57
374	0	0
375	78	58
376	27	14
377	0	0
378	114	62
379	0	0
380	143	109
381	14	10
382	52	33
383	54	23
384	38	23
385	32	27
386	0	0
387	232	99
388	58	28
389	104	64
390	0	0
391	195	99
392	93	67
393	121	89
394	14	4
395	0	0
396	20	6
397	75	30
398	123	59
399	111	65
400	272	147
401	0	0
402	0	0
403	107	46
404	152	82
405	51	34
406	170	97
407	103	58
408	2	1
409	42	37
410	2	2
411	193	97
412	130	82
413	0	0
414	33	13
415	315	130
416	0	0
417	24	18
418	91	46
419	225	68
420	63	30
421	96	44
422	0	0
423	0	0
424	0	0
425	68	40
426	106	60
427	135	81
428	3	3
429	30	24
430	0	0
431	0	0
432	101	51
433	201	82
434	0	0
435	144	84
436	0	0
437	0	0
438	185	103
439	20	13
440	0	0
441	0	0
442	43	25
443	22	21
444	38	22
445	0	0
446	7	5
447	0	0
448	0	0
449	128	60
450	242	120
451	0	0
452	0	0
453	538	141
454	41	27
455	0	0
456	3	2
457	18	10
458	82	47
459	24	19
460	14	7
461	82	43
462	72	41
463	0	0
464	9	8
465	88	43
466	277	126
467	27	15
468	0	0
469	182	116
470	3	3
471	180	84
472	66	20
473	100	59
474	0	0
475	194	112
476	3	1
477	82	67
478	31	21
479	6	6
480	139	61
481	110	67
482	4	2
483	54	45
484	42	31
485	28	14
486	85	53
487	0	0
488	0	0
489	58	48
490	58	47
491	166	105
492	0	0
493	11	2
494	18	8
495	22	14
496	146	62
497	78	35
498	4	4
499	0	0
500	0	0
501	128	90
502	84	34
503	0	0
504	199	109
505	128	100
506	2	2
507	149	92
508	111	73
509	150	114
510	69	45
511	83	40
512	177	126
513	54	24
514	40	32
515	0	0
516	9	1
517	0	0
518	8	1
519	922	186
520	0	0
521	30	17
522	142	76
523	8	4
524	109	61
525	0	0
526	200	106
527	86	45
528	84	50
529	361	127
530	247	128
531	0	0
532	106	64
533	162	116
534	0	0
535	151	91
536	46	3
537	58	28
538	0	0
539	0	0
540	17	8
541	0	0
542	177	113
543	45	28
544	140	76
545	99	61
546	17	8
547	0	0
548	353	151
549	80	57
550	115	90
551	69	49
552	6	4
553	135	85
554	0	0
555	174	102
556	242	89
557	228	118
558	33	18
559	193	89
560	132	47
561	285	119
562	0	0
563	31	21
564	2	1
565	0	0
566	4	3
567	19	9
568	126	66
569	0	0
570	0	0
571	272	150
572	0	0
573	0	0
574	122	77
575	0	0
576	3	3
577	38	26
578	0	0
579	67	53
580	78	51
581	0	0
582	45	15
583	35	17
584	0	0
585	31	20
586	61	44
587	0	0
588	180	82
589	182	133
590	0	0
591	0	0
592	46	30
593	2	1
594	31	10
595	0	0
596	3	3
597	0	0
598	35	24
599	0	0
600	114	56
601	111	73
602	0	0
603	0	0
604	2	2
605	0	0
606	2	2
607	81	32
608	0	0
609	21	19
610	76	54
611	6	2
612	0	0
613	63	40
614	102	46
615	52	10
616	179	85
617	0	0
618	0	0
619	7	6
620	141	65
621	0	0
622	99	39
623	73	57
624	0	0
625	125	75
626	0	0
627	0	0
628	0	0
629	36	23
630	27	15
631	122	75
632	202	81
633	14	3
634	88	69
635	7	2
636	0	0
637	64	58
638	161	72
639	198	90
640	0	0
641	12	10
642	119	70
643	5	4
644	0	0
645	0	0
646	0	0
647	85	48
648	1	1
649	256	103
650	138	75
651	171	91
652	0	0
653	7	1
654	11	11
655	98	46
656	170	102
657	5	3
658	77	70
659	119	45
660	11	9
661	5	2
662	0	0
663	0	0
664	211	99
665	0	0
666	0	0
667	0	0
668	0	0
669	0	0
670	5	3
671	217	95
672	0	0
673	0	0
674	0	0
675	221	113
676	0	0
677	178	112
678	20	14
679	6	5
680	79	50
681	0	0
682	0	0
683	11	10
684	0	0
685	0	0
686	181	69
687	0	0
688	0	0
689	0	0
690	159	105
691	55	25
692	98	65
693	0	0
694	123	81
695	97	66
696	273	115
697	0	0
698	88	48
699	0	0
700	0	0
701	8	5
702	75	56
703	111	84
704	76	51
705	10	9
706	197	101
707	12	8
708	44	34
709	41	26
710	98	53
711	63	42
712	0	0
713	84	45
714	101	59
715	18	16
716	256	145
717	0	0
718	24	5
719	117	78
720	80	61
721	0	0
722	30	19
723	37	22
724	157	123
725	6	1
726	19	14
727	106	74
728	34	11
729	0	0
730	0	0
731	41	14
732	102	66
733	0	0
734	133	74
735	0	0
736	97	14
737	78	62
738	0	0
739	60	43
740	13	5
741	10	9
742	73	56
743	28	27
744	0	0
745	0	0
746	10	3
747	25	17
748	0	0
749	2	1
750	86	45
751	47	17
752	0	0
753	5	4
754	136	116
755	174	87
756	2	1
757	0	0
758	36	24
759	46	18
760	0	0
761	132	79
762	134	102
763	69	56
764	89	66
765	85	33
766	104	68
767	0	0
768	20	16
769	15	13
770	108	64
771	37	12
772	54	36
773	6	2
774	3	2
775	0	0
776	72	37
777	0	0
778	109	77
779	0	0
780	0	0
781	127	90
782	10	9
783	0	0
784	61	32
785	10	2
786	256	113
787	39	23
788	2	2
789	305	130
790	12	11
791	0	0
792	0	0
793	106	64
794	8	8
795	3	1
796	0	0
797	14	6
798	77	52
799	143	72
800	72	49
801	0	0
802	195	92
803	0	0
804	21	20
805	14	7
806	82	47
807	123	88
808	173	99
809	57	40
810	0	0
811	49	23
812	147	85
813	149	103
814	89	62
815	0	0
816	95	43
817	0	0
818	0	0
819	243	131
820	15	10
821	170	89
822	335	160
823	0	0
824	142	92
825	1	1
826	100	55
827	152	86
828	58	28
829	1	1
830	70	48
831	25	11
832	26	15
833	231	97
834	61	43
835	0	0
836	1	1
837	110	73
838	61	43
839	62	52
840	62	28
841	11	10
842	151	55
843	31	25
844	71	49
845	3	3
846	6	3
847	153	89
848	0	0
849	62	55
850	162	98
851	2	2
852	8	7
853	15	11
854	4	4
855	2	2
856	123	72
857	0	0
858	28	20
859	152	97
860	29	27
861	57	31
862	26	16
863	104	91
864	17	13
865	1	1
866	0	0
867	0	0
868	55	41
869	1	1
870	87	62
871	187	104
872	0	0
873	0	0
874	242	125
875	264	86
876	53	23
877	5	4
878	210	114
879	0	0
880	5	1
881	128	67
882	78	43
883	0	0
884	16	11
885	0	0
886	4	2
887	9	2
888	29	18
889	99	27
890	237	102
891	19	13
892	0	0
893	79	21
894	109	76
895	8	5
896	24	3
897	133	76
898	0	0
899	153	83
900	0	0
901	0	0
902	81	46
903	46	24
904	97	76
905	0	0
906	70	41
907	120	67
908	119	70
909	104	82
910	114	54
911	30	9
912	201	79
913	118	86
914	0	0
915	6	3
916	121	72
917	53	31
918	43	22
919	3	1
920	0	0
921	0	0
922	2	1
923	0	0
924	14	9
925	18	11
926	19	2
927	0	0
928	71	58
929	6	6
930	0	0
931	183	119
932	167	98
933	0	0
934	65	48
935	0	0
936	0	0
937	0	0
938	25	19
939	67	40
940	12	10
941	0	0
942	77	45
943	85	59
944	0	0
945	182	106
946	0	0
947	88	51
948	0	0
949	0	0
950	0	0
951	81	64
952	0	0
953	131	43
954	0	0
955	105	73
956	191	92
957	148	80
958	33	29
959	0	0
960	0	0
961	105	79
962	120	56
963	0	0
964	12	2
965	0	0
966	0	0
967	69	36
968	0	0
969	64	56
970	130	96
971	0	0
972	62	44
973	74	48
974	27	2
975	68	53
976	91	60
977	15	11
978	63	46
979	152	101
980	267	137
981	71	46
982	9	7
983	47	33
984	0	0
985	9	7
986	11	3
987	63	48
988	98	64
989	167	58
990	12	1
991	185	111
992	56	32
993	0	0
994	0	0
995	0	0
996	119	82
997	19	6
998	148	47
999	479	176
1000	5	5
1001	11	9
1002	114	66
1003	39	10
1004	114	66
1005	56	17
1006	34	11
1007	0	0
1008	0	0
1009	33	26
1010	0	0
1011	0	0
1012	16	15
1013	76	40
1014	0	0
1015	0	0
1016	89	34
1017	0	0
1018	531	296
1019	508	288
1020	528	305
1021	549	288
1022	528	301
1023	473	275
1024	504	270
1025	520	309
1026	503	285
1027	553	304
