767	9
768	6
769	8
770	7
771	10
772	10
773	7
774	8
775	11
776	6
777	6
778	10
779	6
780	7
781	2
782	14
783	6
784	3
785	9
786	5
787	8
788	12
789	5
790	8
791	5
792	10
793	4
794	9
795	5
796	9
797	5
798	3
799	6
800	7
801	7
802	6
803	4
804	8
805	4
806	7
807	6
808	8
809	6
810	5
811	7
812	4
813	9
814	9
815	5
816	9
817	5
818	8
819	7
820	2
821	7
822	6
823	8
824	9
825	6
826	6
827	3
828	2
829	4
830	3
831	6
832	5
833	3
834	5
835	6
836	0
837	5
838	3
839	2
840	5
841	3
842	5
843	5
844	2
845	5
846	7
847	3
848	3
849	2
850	5
851	6
852	8
853	2
854	8
855	3
856	4
857	7
858	5
859	4
860	3
861	4
862	8
863	10
864	8
865	2
866	3
867	1
868	4
869	5
870	9
871	6
872	9
873	4
874	6
875	7
876	1
877	5
878	7
879	1
880	6
881	5
882	6
883	4
884	6
885	4
886	4
887	2
888	3
889	2
890	7
891	4
892	4
893	4
894	4
895	3
896	4
897	5
898	2
899	4
900	1
901	5
902	3
903	3
904	3
905	3
906	5
907	2
908	0
909	5
910	6
911	3
912	0
913	5
914	1
915	2
916	6
917	5
918	4
919	0
920	7
921	4
922	6
923	5
924	3
925	2
926	4
927	3
928	2
929	4
930	2
931	5
932	2
933	1
934	3
935	0
936	5
937	4
938	4
939	4
940	4
941	3
942	5
943	3
944	4
945	3
946	1
947	4
948	3
949	0
950	1
951	2
952	4
953	3
954	4
955	2
956	6
957	3
958	1
959	3
960	2
961	2
962	3
963	3
964	4
965	1
966	4
967	1
968	2
969	2
970	2
971	5
972	2
973	1
974	0
975	1
976	6
977	1
978	1
979	1
980	3
981	4
982	2
983	1
984	2
985	0
986	2
987	3
988	1
989	0
990	2
991	2
992	1
993	2
994	2
995	3
996	2
997	2
998	2
999	4
1000	4
1001	1
1002	3
1003	4
1004	3
1005	1
1006	0
1007	5
1008	5
1009	1
1010	1
1011	3
1012	2
1013	1
1014	1
1015	0
1016	2
1017	2
1018	0
1019	3
1020	3
1021	2
1022	2
1023	1
1024	2
1025	1
1026	4
1027	4
1028	1
1029	3
1030	2
1031	0
1032	0
1033	0
1034	0
1035	3
1036	1
1037	2
1038	1
1039	1
1040	1
1041	1
1042	1
1043	3
1044	2
1045	2
1046	0
1047	1
1048	0
1049	2
1050	0
1051	0
1052	0
1053	1
1054	1
1055	0
1056	1
1057	1
1058	1
1059	0
1060	0
1061	2
1062	0
1063	0
1064	1
1065	2
1066	0
1067	7
1068	0
1069	0
1070	0
1071	0
1072	0
1073	1
1074	0
1075	1
1076	0
1077	0
1078	0
1079	0
1080	1
1081	0
1082	0
1083	2
1084	0
1085	1
1086	1
1087	0
1088	1
1089	1
1090	0
1091	0
1092	0
1093	0
1094	0
1095	1
1096	0
1097	0
1098	1
1099	1
1100	2
1101	0
1102	2
1103	0
1104	1
1105	0
1106	0
1107	0
1108	1
1109	0
1110	1
1111	0
1112	0
1113	1
1114	0
1115	0
1116	2
1117	0
1118	0
1119	0
1120	0
1121	0
1122	1
1123	0
1124	0
1125	1
1126	1
1127	0
1128	1
1129	1
1130	0
1131	1
1132	0
1133	1
1134	0
1135	0
1136	2
1137	0
1138	0
1139	0
1140	1
1141	1
1142	0
1143	0
1144	1
1145	1
1146	1
1147	1
1148	1
1149	0
1150	0
1151	1
1152	1
1153	0
1154	0
1155	0
1156	0
1157	0
1158	0
1159	0
1160	1
1161	1
1162	0
1163	0
1164	0
1165	0
1166	0
1167	1
1168	1
1169	2
1170	2
1171	0
1172	0
1173	0
1174	0
1175	0
1176	1
1177	0
1178	0
1179	1
1180	0
1181	0
1182	0
1183	0
1184	1
1185	0
1186	0
1187	0
1188	0
1189	0
1190	1
1191	0
1192	0
1193	1
1194	0
1195	0
1196	0
1197	0
1198	0
1199	0
1200	1
1201	1
1202	0
1203	2
1204	0
1205	1
1206	1
1207	1
1208	0
1209	0
1210	0
1211	0
1212	0
1213	1
1214	0
1215	1
1216	1
1217	1
1218	0
1219	1
1220	1
1221	2
1222	0
1223	0
1224	1
1225	0
1226	0
1227	0
1228	0
1229	0
1230	0
1231	0
1232	0
1233	0
1234	0
1235	0
1236	1
1237	0
1238	0
1239	0
1240	0
1241	0
1242	1
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1251	0
1252	0
1253	0
1254	2
1255	1
1256	1
1257	0
1258	3
1259	1
1260	0
1261	2
1262	1
1263	0
1264	0
1265	0
1266	0
1267	0
1268	1
1269	0
1270	0
1271	0
1272	0
1273	0
1274	1
1275	0
1276	0
1277	0
1278	0
1279	1
1280	0
1281	0
1282	0
1283	0
1284	0
1285	0
1286	0
1287	1
1288	0
1289	0
1290	0
1291	1
1292	0
1293	0
1294	0
1295	0
1296	0
1297	0
1298	0
1299	0
1300	0
1301	0
1302	0
1303	1
1304	1
1305	0
1306	0
1307	0
1308	1
1309	0
1310	1
1311	0
1312	0
1313	0
1314	0
1315	0
1316	0
1317	1
1318	0
1319	0
1320	0
1321	0
1322	0
1323	0
1324	0
1325	0
1326	0
1327	0
1328	0
1329	0
1330	0
1331	0
1332	0
1333	0
1334	0
1335	0
1336	0
1337	0
1338	1
1339	0
1340	0
1341	0
1342	1
1343	0
1344	0
1345	0
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	0
1354	0
1355	0
1356	0
1357	0
1358	0
1359	0
1360	0
1361	0
1362	1
1363	1
1364	0
1365	0
1366	0
1367	0
1368	0
1369	0
1370	0
1371	0
1372	0
1373	0
1374	1
1375	0
1376	0
1377	0
1378	0
1379	0
1380	1
1381	0
1382	0
1383	0
1384	0
1385	0
1386	0
1387	0
1388	1
1389	1
1390	0
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	0
1406	0
1407	0
1408	1
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	0
1457	0
1458	0
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	1
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	0
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	0
1517	0
1518	1
1519	0
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	0
1547	0
1548	0
1549	0
1550	0
1551	0
1552	0
1553	0
1554	0
1555	0
1556	0
1557	0
1558	0
1559	0
1560	0
1561	0
1562	0
1563	0
1564	0
1565	0
1566	0
1567	0
1568	0
1569	0
1570	0
1571	0
1572	0
1573	0
1574	0
1575	0
1576	0
1577	0
1578	0
1579	0
1580	0
1581	0
1582	0
1583	0
1584	0
1585	0
1586	0
1587	0
1588	0
1589	0
1590	0
1591	0
1592	0
1593	0
1594	0
1595	0
1596	0
1597	0
1598	0
1599	0
1600	0
1601	0
1602	0
1603	0
1604	0
1605	0
1606	0
1607	0
1608	0
1609	1
