0	9039
1	2955
2	2265
3	1348
4	1244
5	992
6	934
7	833
8	680
9	684
10	626
11	600
12	562
13	552
14	561
15	455
16	454
17	469
18	460
19	481
20	477
21	573
22	616
23	640
24	619
25	542
26	498
27	424
28	422
29	370
30	385
31	409
32	383
33	365
34	342
35	351
36	332
37	338
38	312
39	315
40	316
41	308
42	366
43	350
44	317
45	325
46	324
47	300
48	329
49	319
50	297
51	271
52	332
53	293
54	288
55	245
56	263
57	258
58	266
59	282
60	237
61	263
62	213
63	192
64	202
65	206
66	207
67	212
68	182
69	208
70	164
71	195
72	139
73	180
74	149
75	140
76	140
77	116
78	134
79	126
80	127
81	125
82	131
83	109
84	132
85	109
86	101
87	111
88	100
89	86
90	80
91	74
92	78
93	82
94	74
95	90
96	86
97	61
98	75
99	81
100	63
101	67
102	67
103	58
104	53
105	42
106	44
107	46
108	34
109	46
110	56
111	41
112	44
113	50
114	30
115	45
116	46
117	45
118	34
119	27
120	36
121	35
122	27
123	33
124	34
125	28
126	21
127	19
128	35
129	23
130	28
131	25
132	24
133	24
134	22
135	19
136	22
137	15
138	18
139	19
140	15
141	14
142	20
143	11
144	13
145	16
146	15
147	16
148	13
149	9
150	17
151	13
152	12
153	5
154	13
155	17
156	9
157	13
158	10
159	14
160	13
161	11
162	17
163	6
164	12
165	10
166	13
167	10
168	11
169	13
170	7
171	15
172	14
173	11
174	7
175	13
176	13
177	11
178	4
179	8
180	8
181	6
182	6
183	9
184	11
185	7
186	8
187	7
188	3
189	8
190	11
191	9
192	12
193	5
194	6
195	10
196	10
197	7
198	5
199	3
200	9
201	8
202	7
203	7
204	6
205	4
206	6
207	6
208	4
209	5
210	6
211	5
212	6
213	5
214	4
215	3
216	7
217	6
218	7
219	8
220	5
221	9
222	4
223	8
224	4
225	3
226	7
227	1
228	5
229	1
230	12
231	4
232	1
233	1
234	2
235	4
236	6
237	0
238	4
239	2
240	5
241	4
242	5
243	3
244	5
245	0
246	2
247	2
248	4
249	1
250	2
251	2
252	2
253	4
254	3
255	4
256	1
257	3
258	3
259	3
260	2
261	2
262	2
263	1
264	1
265	1
266	8
267	4
268	2
269	5
270	4
271	2
272	2
273	1
274	2
275	5
276	4
277	4
278	4
279	4
280	6
281	2
282	3
283	3
284	4
285	2
286	4
287	6
288	0
289	4
290	3
291	2
292	8
293	4
294	4
295	4
296	3
297	1
298	3
299	6
300	3
301	2
302	2
303	2
304	5
305	3
306	4
307	4
308	3
309	3
310	2
311	3
312	2
313	4
314	3
315	6
316	5
317	2
318	1
319	4
320	6
321	4
322	2
323	2
324	1
325	2
326	4
327	6
328	2
329	5
330	3
331	1
332	5
333	3
334	2
335	1
336	6
337	2
338	6
339	2
340	4
341	0
342	2
343	3
344	0
345	2
346	2
347	6
348	6
349	2
350	1
351	1
352	4
353	6
354	4
355	6
356	0
357	2
358	2
359	1
360	3
361	3
362	0
363	0
364	3
365	1
366	5
367	2
368	4
369	2
370	1
371	2
372	4
373	1
374	2
375	4
376	3
377	2
378	5
379	3
380	0
381	4
382	3
383	5
384	2
385	1
386	3
387	9
388	4
389	1
390	5
391	1
392	2
393	1
394	1
395	6
396	1
397	1
398	4
399	1
400	2
401	0
402	2
403	0
404	2
405	3
406	4
407	3
408	4
409	0
410	1
411	2
412	3
413	3
414	0
415	2
416	2
417	1
418	1
419	3
420	0
421	0
422	0
423	3
424	4
425	1
426	4
427	3
428	2
429	1
430	3
431	3
432	1
433	2
434	2
435	0
436	2
437	5
438	1
439	3
440	1
441	3
442	1
443	1
444	5
445	1
446	1
447	0
448	1
449	0
450	4
451	2
452	3
453	1
454	4
455	2
456	0
457	3
458	2
459	2
460	3
461	4
462	1
463	3
464	3
465	5
466	0
467	3
468	2
469	4
470	1
471	3
472	2
473	4
474	2
475	1
476	2
477	0
478	1
479	3
480	3
481	2
482	1
483	1
484	2
485	1
486	0
487	1
488	1
489	1
490	2
491	1
492	1
493	3
494	2
495	4
496	0
497	1
498	3
499	3
500	0
501	1
502	4
503	1
504	2
505	1
506	1
507	1
508	1
509	1
510	3
511	3
512	2
513	0
514	1
515	1
516	2
517	3
518	1
519	1
520	3
521	4
522	1
523	2
524	1
525	0
526	1
527	1
528	0
529	1
530	2
531	0
532	0
533	2
534	1
535	3
536	3
537	2
538	2
539	1
540	0
541	2
542	1
543	1
544	0
545	0
546	1
547	1
548	1
549	1
550	2
551	1
552	1
553	0
554	4
555	2
556	1
557	4
558	0
559	0
560	2
561	3
562	0
563	1
564	1
565	1
566	0
567	2
568	0
569	0
570	3
571	1
572	0
573	1
574	1
575	0
576	1
577	0
578	1
579	0
580	1
581	2
582	0
583	1
584	2
585	1
586	2
587	0
588	0
589	1
590	0
591	0
592	1
593	0
594	0
595	2
596	0
597	3
598	0
599	0
600	0
601	2
602	0
603	1
604	1
605	0
606	2
607	2
608	0
609	1
610	1
611	0
612	1
613	0
614	1
615	0
616	0
617	0
618	1
619	1
620	1
621	0
622	0
623	2
624	2
625	1
626	1
627	3
628	1
629	2
630	0
631	1
632	1
633	0
634	2
635	2
636	1
637	3
638	1
639	0
640	1
641	0
642	1
643	3
644	1
645	1
646	3
647	1
648	0
649	2
650	4
651	3
652	3
653	0
654	3
655	1
656	2
657	2
658	1
659	1
660	3
661	0
662	3
663	3
664	3
665	3
666	5
667	1
668	2
669	1
670	4
671	1
672	2
673	0
674	1
675	1
676	1
677	2
678	1
679	2
680	4
681	5
682	2
683	6
684	2
685	1
686	3
687	6
688	2
689	5
690	5
691	4
692	3
693	6
694	3
695	1
696	4
697	0
698	0
699	2
700	5
701	6
702	3
703	3
704	2
705	5
706	3
707	3
708	1
709	3
710	0
711	0
712	1
713	3
714	7
715	6
716	3
717	2
718	4
719	4
720	2
721	5
722	8
723	5
724	2
725	3
726	2
727	7
728	7
729	9
730	3
731	4
732	4
733	10
734	1
735	4
736	7
737	6
738	6
739	5
740	13
741	5
742	10
743	5
744	4
745	9
746	4
747	3
748	3
749	6
750	11
751	1
752	6
753	5
754	5
755	8
756	6
757	3
758	4
759	9
760	9
761	7
762	5
763	5
764	4
765	4
766	7
